age,num_ooids,all_carbonate,carb_no_ooids,all_sediment,sed_no_ooids,all_dolomite,dol_no_ooids
1813,2.0,3.0,1.0,17.0,16.0,3.0,1.0
1814,2.0,3.0,1.0,17.0,16.0,3.0,1.0
1815,2.0,3.0,1.0,17.0,16.0,3.0,1.0
1816,2.0,3.0,1.0,18.0,17.0,3.0,1.0
1817,2.0,2.0,0.0,17.0,16.0,2.0,0.0
1818,2.0,2.0,0.0,17.0,16.0,2.0,0.0
1819,2.0,2.0,0.0,17.0,16.0,2.0,0.0
1820,2.0,2.0,0.0,18.0,17.0,2.0,0.0
1821,2.0,2.0,0.0,17.0,16.0,2.0,0.0
1822,2.0,2.0,0.0,18.0,17.0,2.0,0.0
1823,2.0,2.0,0.0,18.0,17.0,2.0,0.0
1824,2.0,2.0,0.0,18.0,17.0,2.0,0.0
1825,2.0,2.0,0.0,20.0,19.0,2.0,0.0
1826,2.0,2.0,0.0,19.0,18.0,2.0,0.0
1827,2.0,2.0,0.0,19.0,18.0,2.0,0.0
1828,2.0,2.0,0.0,18.0,17.0,2.0,0.0
1829,2.0,2.0,0.0,18.0,17.0,2.0,0.0
1830,2.0,2.0,0.0,18.0,17.0,2.0,0.0
1831,3.0,3.0,0.0,20.0,18.0,3.0,0.0
1832,3.0,3.0,0.0,20.0,18.0,3.0,0.0
1833,3.0,3.0,0.0,20.0,18.0,3.0,0.0
1834,3.0,3.0,0.0,20.0,18.0,3.0,0.0
1835,3.0,3.0,0.0,20.0,18.0,3.0,0.0
1836,3.0,3.0,0.0,20.0,18.0,3.0,0.0
1837,3.0,3.0,0.0,20.0,18.0,3.0,0.0
1838,3.0,3.0,0.0,20.0,18.0,3.0,0.0
1839,3.0,3.0,0.0,20.0,18.0,3.0,0.0
1840,3.0,3.0,0.0,21.0,19.0,3.0,0.0
1841,3.0,3.0,0.0,22.0,20.0,3.0,0.0
1842,3.0,3.0,0.0,22.0,20.0,3.0,0.0
1843,3.0,3.0,0.0,21.0,19.0,3.0,0.0
1844,3.0,3.0,0.0,21.0,19.0,3.0,0.0
1845,3.0,4.0,1.0,22.0,20.0,4.0,1.0
1846,3.0,4.0,1.0,22.0,21.0,4.0,1.0
1847,3.0,4.0,1.0,23.0,22.0,4.0,1.0
1848,3.0,4.0,1.0,23.0,22.0,4.0,1.0
1849,3.0,4.0,1.0,23.0,22.0,4.0,1.0
1850,3.0,4.0,1.0,25.0,25.0,4.0,1.0
1851,3.0,4.0,1.0,24.0,24.0,4.0,1.0
1852,3.0,4.0,1.0,26.0,26.0,4.0,1.0
1853,3.0,4.0,1.0,25.0,24.0,4.0,1.0
1854,3.0,4.0,1.0,25.0,24.0,4.0,1.0
1855,3.0,4.0,1.0,25.0,24.0,4.0,1.0
1856,3.0,4.0,1.0,25.0,24.0,4.0,1.0
1857,3.0,4.0,1.0,25.0,24.0,4.0,1.0
1858,3.0,4.0,1.0,25.0,24.0,4.0,1.0
1859,3.0,4.0,1.0,26.0,25.0,4.0,1.0
1860,3.0,4.0,1.0,26.0,25.0,4.0,1.0
1861,3.0,4.0,1.0,26.0,25.0,4.0,1.0
1862,4.0,5.0,2.0,29.0,27.0,5.0,2.0
1863,4.0,5.0,2.0,26.0,24.0,5.0,2.0
1864,4.0,5.0,2.0,26.0,24.0,5.0,2.0
1865,4.0,5.0,2.0,26.0,24.0,5.0,2.0
1866,4.0,5.0,2.0,26.0,24.0,5.0,2.0
1867,4.0,5.0,2.0,26.0,24.0,5.0,2.0
1868,4.0,5.0,2.0,26.0,24.0,5.0,2.0
1869,4.0,5.0,2.0,26.0,24.0,5.0,2.0
1870,4.0,5.0,2.0,27.0,26.0,5.0,2.0
1871,4.0,5.0,2.0,24.0,23.0,5.0,2.0
1872,4.0,5.0,2.0,24.0,23.0,5.0,2.0
1873,4.0,5.0,2.0,24.0,23.0,5.0,2.0
1874,4.0,5.0,2.0,24.0,23.0,5.0,2.0
1875,4.0,5.0,2.0,25.0,24.0,5.0,2.0
1876,4.0,5.0,2.0,25.0,24.0,5.0,2.0
1877,4.0,5.0,2.0,26.0,25.0,5.0,2.0
1878,3.0,5.0,2.0,25.0,25.0,5.0,2.0
1879,3.0,5.0,2.0,25.0,25.0,5.0,2.0
1880,3.0,5.0,2.0,25.0,25.0,5.0,2.0
1881,3.0,5.0,2.0,26.0,25.0,5.0,2.0
1882,3.0,5.0,2.0,25.0,25.0,5.0,2.0
1883,3.0,5.0,2.0,26.0,26.0,5.0,2.0
1884,3.0,5.0,2.0,25.0,25.0,5.0,2.0
1885,3.0,5.0,2.0,25.0,25.0,5.0,2.0
1886,3.0,5.0,2.0,24.0,24.0,5.0,2.0
1887,3.0,5.0,2.0,24.0,24.0,5.0,2.0
1888,3.0,5.0,2.0,24.0,24.0,5.0,2.0
1889,3.0,5.0,2.0,24.0,24.0,5.0,2.0
1890,3.0,5.0,2.0,24.0,24.0,5.0,2.0
1891,3.0,5.0,2.0,24.0,24.0,5.0,2.0
1892,3.0,5.0,2.0,24.0,24.0,5.0,2.0
1893,3.0,5.0,2.0,24.0,24.0,5.0,2.0
1894,3.0,5.0,2.0,24.0,24.0,5.0,2.0
1895,3.0,5.0,2.0,24.0,24.0,5.0,2.0
1896,3.0,5.0,2.0,24.0,24.0,5.0,2.0
1897,3.0,5.0,2.0,24.0,24.0,5.0,2.0
1898,3.0,5.0,2.0,24.0,24.0,5.0,2.0
1899,3.0,5.0,2.0,23.0,23.0,5.0,2.0
1900,2.0,5.0,3.0,23.0,24.0,5.0,3.0
1901,2.0,5.0,3.0,23.0,24.0,5.0,3.0
1902,2.0,5.0,3.0,23.0,24.0,5.0,3.0
1903,2.0,5.0,3.0,23.0,24.0,5.0,3.0
1904,2.0,5.0,3.0,23.0,24.0,5.0,3.0
1905,2.0,5.0,3.0,23.0,24.0,5.0,3.0
1906,2.0,5.0,3.0,23.0,24.0,5.0,3.0
1907,2.0,5.0,3.0,23.0,24.0,5.0,3.0
1908,2.0,5.0,3.0,23.0,24.0,5.0,3.0
1909,2.0,5.0,3.0,23.0,24.0,5.0,3.0
1910,2.0,5.0,3.0,23.0,24.0,5.0,3.0
1911,2.0,5.0,3.0,23.0,24.0,5.0,3.0
1912,2.0,5.0,3.0,23.0,24.0,5.0,3.0
1913,2.0,5.0,3.0,23.0,24.0,5.0,3.0
1914,2.0,5.0,3.0,23.0,24.0,5.0,3.0
1915,2.0,5.0,3.0,23.0,24.0,5.0,3.0
1916,2.0,6.0,4.0,24.0,25.0,6.0,4.0
1917,2.0,6.0,4.0,24.0,24.0,6.0,4.0
1918,2.0,6.0,4.0,24.0,24.0,6.0,4.0
1919,2.0,6.0,4.0,24.0,24.0,6.0,4.0
1920,2.0,6.0,4.0,24.0,24.0,6.0,4.0
1921,2.0,6.0,4.0,24.0,24.0,6.0,4.0
1922,2.0,6.0,4.0,24.0,24.0,6.0,4.0
1923,2.0,6.0,4.0,24.0,24.0,6.0,4.0
1924,2.0,6.0,4.0,24.0,24.0,6.0,4.0
1925,2.0,6.0,4.0,25.0,25.0,6.0,4.0
1926,2.0,6.0,4.0,23.0,23.0,6.0,4.0
1927,2.0,6.0,4.0,22.0,22.0,6.0,4.0
1928,2.0,6.0,4.0,22.0,22.0,6.0,4.0
1929,2.0,6.0,4.0,22.0,22.0,6.0,4.0
1930,2.0,6.0,4.0,23.0,23.0,6.0,4.0
1931,2.0,6.0,4.0,23.0,23.0,6.0,4.0
1932,2.0,6.0,4.0,24.0,24.0,6.0,4.0
1933,2.0,6.0,4.0,23.0,23.0,6.0,4.0
1934,2.0,6.0,4.0,23.0,23.0,6.0,4.0
1935,2.0,7.0,5.0,24.0,24.0,7.0,5.0
1936,2.0,7.0,5.0,23.0,23.0,7.0,5.0
1937,2.0,7.0,5.0,24.0,24.0,7.0,5.0
1938,2.0,6.0,4.0,22.0,22.0,6.0,4.0
1939,3.0,6.0,4.0,22.0,22.0,6.0,4.0
1940,3.0,6.0,4.0,21.0,21.0,6.0,4.0
1941,3.0,6.0,4.0,21.0,21.0,6.0,4.0
1942,4.0,7.0,4.0,22.0,21.0,7.0,4.0
1943,4.0,7.0,4.0,21.0,20.0,7.0,4.0
1944,4.0,7.0,4.0,21.0,20.0,7.0,4.0
1945,4.0,7.0,4.0,21.0,20.0,7.0,4.0
1946,4.0,7.0,4.0,21.0,20.0,7.0,4.0
1947,4.0,7.0,4.0,20.0,19.0,7.0,4.0
1948,4.0,7.0,4.0,21.0,20.0,7.0,4.0
1949,4.0,7.0,4.0,20.0,19.0,7.0,4.0
1950,4.0,7.0,4.0,20.0,19.0,7.0,4.0
1951,4.0,7.0,4.0,19.0,18.0,7.0,4.0
1952,4.0,7.0,4.0,18.0,17.0,7.0,4.0
1953,4.0,7.0,4.0,18.0,17.0,7.0,4.0
1954,4.0,7.0,4.0,18.0,17.0,7.0,4.0
1955,4.0,7.0,4.0,18.0,17.0,7.0,4.0
1956,4.0,7.0,4.0,19.0,18.0,7.0,4.0
1957,4.0,6.0,3.0,18.0,17.0,6.0,3.0
1958,4.0,6.0,3.0,18.0,17.0,6.0,3.0
1959,4.0,6.0,3.0,18.0,17.0,6.0,3.0
1960,6.0,7.0,3.0,22.0,19.0,7.0,3.0
1961,4.0,5.0,3.0,18.0,16.0,5.0,3.0
1962,4.0,5.0,3.0,18.0,16.0,5.0,3.0
1963,4.0,5.0,3.0,18.0,16.0,5.0,3.0
1964,4.0,5.0,3.0,18.0,16.0,5.0,3.0
1965,4.0,5.0,3.0,19.0,17.0,5.0,3.0
1966,4.0,4.0,2.0,18.0,16.0,4.0,2.0
1967,4.0,4.0,2.0,18.0,16.0,4.0,2.0
1968,4.0,4.0,2.0,18.0,16.0,4.0,2.0
1969,4.0,4.0,2.0,18.0,16.0,4.0,2.0
1970,4.0,4.0,2.0,18.0,16.0,4.0,2.0
1971,5.0,4.0,2.0,19.0,16.0,4.0,2.0
1972,4.0,4.0,2.0,19.0,16.0,4.0,2.0
1973,4.0,4.0,2.0,19.0,16.0,4.0,2.0
1974,4.0,4.0,2.0,19.0,16.0,4.0,2.0
1975,4.0,4.0,2.0,19.0,16.0,4.0,2.0
1976,4.0,4.0,2.0,18.0,15.0,4.0,2.0
1977,4.0,4.0,2.0,18.0,15.0,4.0,2.0
1978,4.0,5.0,3.0,20.0,17.0,5.0,3.0
1979,3.0,4.0,3.0,18.0,16.0,4.0,3.0
1980,3.0,4.0,3.0,18.0,16.0,4.0,3.0
1981,3.0,4.0,3.0,18.0,16.0,4.0,3.0
1982,3.0,4.0,3.0,18.0,16.0,4.0,3.0
1983,3.0,4.0,3.0,18.0,16.0,4.0,3.0
1984,3.0,4.0,3.0,18.0,16.0,4.0,3.0
1985,3.0,4.0,3.0,18.0,16.0,4.0,3.0
1986,3.0,4.0,3.0,18.0,16.0,4.0,3.0
1987,3.0,4.0,3.0,18.0,17.0,4.0,3.0
1988,3.0,4.0,3.0,17.0,16.0,4.0,3.0
1989,3.0,4.0,3.0,17.0,16.0,4.0,3.0
1990,3.0,4.0,3.0,16.0,15.0,4.0,3.0
1991,3.0,4.0,3.0,16.0,15.0,4.0,3.0
1992,3.0,4.0,3.0,16.0,15.0,4.0,3.0
1993,3.0,4.0,3.0,16.0,15.0,4.0,3.0
1994,3.0,4.0,3.0,16.0,15.0,4.0,3.0
1995,3.0,5.0,4.0,17.0,16.0,5.0,4.0
1996,3.0,5.0,4.0,16.0,16.0,5.0,4.0
1997,3.0,5.0,4.0,15.0,15.0,5.0,4.0
1998,3.0,5.0,4.0,15.0,15.0,5.0,4.0
1999,3.0,5.0,4.0,15.0,15.0,5.0,4.0
2000,3.0,5.0,4.0,16.0,16.0,5.0,4.0
2001,3.0,5.0,4.0,15.0,15.0,5.0,4.0
2002,3.0,5.0,4.0,15.0,15.0,5.0,4.0
2003,3.0,5.0,4.0,15.0,15.0,5.0,4.0
2004,3.0,5.0,4.0,15.0,15.0,5.0,4.0
2005,3.0,5.0,4.0,15.0,16.0,5.0,4.0
2006,1.0,5.0,4.0,12.0,15.0,5.0,4.0
2007,1.0,5.0,4.0,12.0,15.0,5.0,4.0
2008,1.0,5.0,4.0,12.0,15.0,5.0,4.0
2009,1.0,5.0,4.0,12.0,15.0,5.0,4.0
2010,1.0,5.0,4.0,12.0,15.0,5.0,4.0
2011,1.0,5.0,4.0,12.0,15.0,5.0,4.0
2012,1.0,5.0,4.0,12.0,15.0,5.0,4.0
2013,1.0,5.0,4.0,12.0,15.0,5.0,4.0
2014,1.0,5.0,4.0,13.0,16.0,5.0,4.0
2015,1.0,5.0,4.0,13.0,15.0,5.0,4.0
2016,1.0,5.0,4.0,13.0,15.0,5.0,4.0
2017,1.0,5.0,4.0,13.0,15.0,5.0,4.0
2018,1.0,5.0,4.0,13.0,15.0,5.0,4.0
2019,1.0,5.0,4.0,12.0,13.0,5.0,4.0
2020,1.0,5.0,4.0,12.0,13.0,5.0,4.0
2021,1.0,5.0,4.0,12.0,13.0,5.0,4.0
2022,1.0,5.0,4.0,12.0,13.0,5.0,4.0
2023,1.0,5.0,4.0,13.0,14.0,5.0,4.0
2024,1.0,5.0,4.0,13.0,14.0,5.0,4.0
2025,1.0,4.0,3.0,12.0,13.0,4.0,3.0
2026,1.0,3.0,2.0,9.0,10.0,3.0,2.0
2027,1.0,3.0,2.0,9.0,10.0,3.0,2.0
2028,1.0,3.0,2.0,9.0,10.0,3.0,2.0
2029,1.0,3.0,2.0,9.0,10.0,3.0,2.0
2030,1.0,2.0,1.0,9.0,10.0,2.0,1.0
2031,1.0,2.0,1.0,9.0,10.0,2.0,1.0
2032,1.0,3.0,2.0,10.0,11.0,3.0,2.0
2033,1.0,3.0,2.0,10.0,11.0,3.0,2.0
2034,1.0,3.0,2.0,10.0,11.0,3.0,2.0
2035,1.0,3.0,2.0,10.0,11.0,3.0,2.0
2036,1.0,3.0,2.0,10.0,11.0,3.0,2.0
2037,1.0,3.0,2.0,10.0,11.0,3.0,2.0
2038,1.0,3.0,2.0,11.0,12.0,3.0,2.0
2039,1.0,3.0,2.0,11.0,11.0,3.0,2.0
2040,1.0,3.0,2.0,11.0,11.0,3.0,2.0
2041,1.0,3.0,2.0,11.0,11.0,3.0,2.0
2042,1.0,3.0,2.0,11.0,11.0,3.0,2.0
2043,1.0,3.0,2.0,11.0,11.0,3.0,2.0
2044,1.0,3.0,2.0,11.0,11.0,3.0,2.0
2045,1.0,3.0,2.0,11.0,11.0,3.0,2.0
2046,1.0,3.0,2.0,11.0,11.0,3.0,2.0
2047,1.0,3.0,2.0,11.0,11.0,3.0,2.0
2048,1.0,3.0,2.0,11.0,11.0,3.0,2.0
2049,1.0,3.0,2.0,11.0,11.0,3.0,2.0
2050,1.0,3.0,2.0,11.0,11.0,3.0,2.0
2051,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2052,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2053,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2054,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2055,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2056,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2057,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2058,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2059,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2060,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2061,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2062,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2063,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2064,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2065,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2066,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2067,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2068,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2069,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2070,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2071,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2072,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2073,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2074,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2075,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2076,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2077,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2078,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2079,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2080,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2081,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2082,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2083,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2084,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2085,1.0,3.0,2.0,7.0,7.0,3.0,2.0
2086,1.0,3.0,2.0,7.0,7.0,3.0,2.0
2087,1.0,3.0,2.0,7.0,7.0,3.0,2.0
2088,1.0,3.0,2.0,7.0,7.0,3.0,2.0
2089,1.0,3.0,2.0,7.0,7.0,3.0,2.0
2090,1.0,3.0,2.0,7.0,7.0,3.0,2.0
2091,1.0,3.0,2.0,7.0,7.0,3.0,2.0
2092,1.0,3.0,2.0,7.0,7.0,3.0,2.0
2093,1.0,3.0,2.0,7.0,7.0,3.0,2.0
2094,1.0,3.0,2.0,7.0,7.0,3.0,2.0
2095,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2096,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2097,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2098,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2099,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2100,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2101,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2102,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2103,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2104,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2105,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2106,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2107,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2108,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2109,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2110,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2111,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2112,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2113,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2114,1.0,3.0,2.0,10.0,10.0,3.0,2.0
2115,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2116,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2117,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2118,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2119,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2120,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2121,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2122,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2123,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2124,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2125,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2126,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2127,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2128,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2129,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2130,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2131,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2132,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2133,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2134,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2135,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2136,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2137,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2138,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2139,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2140,1.0,3.0,2.0,9.0,9.0,3.0,2.0
2141,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2142,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2143,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2144,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2145,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2146,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2147,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2148,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2149,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2150,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2151,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2152,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2153,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2154,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2155,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2156,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2157,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2158,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2159,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2160,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2161,1.0,3.0,2.0,8.0,8.0,3.0,2.0
2162,1.0,4.0,3.0,9.0,9.0,4.0,3.0
2163,1.0,4.0,3.0,8.0,8.0,4.0,3.0
2164,1.0,4.0,3.0,8.0,8.0,4.0,3.0
2165,1.0,4.0,3.0,8.0,8.0,4.0,3.0
2166,1.0,4.0,3.0,8.0,8.0,4.0,3.0
2167,1.0,4.0,3.0,8.0,8.0,4.0,3.0
2168,1.0,4.0,3.0,8.0,8.0,4.0,3.0
2169,1.0,4.0,3.0,8.0,8.0,4.0,3.0
2170,1.0,4.0,3.0,7.0,7.0,4.0,3.0
2171,1.0,4.0,3.0,7.0,7.0,4.0,3.0
2172,1.0,4.0,3.0,7.0,7.0,4.0,3.0
2173,1.0,4.0,3.0,7.0,7.0,4.0,3.0
2174,1.0,4.0,3.0,7.0,6.0,4.0,3.0
2175,1.0,4.0,3.0,7.0,6.0,4.0,3.0
2176,1.0,4.0,3.0,7.0,6.0,4.0,3.0
2177,1.0,4.0,3.0,7.0,6.0,4.0,3.0
2178,1.0,4.0,3.0,7.0,6.0,4.0,3.0
2179,1.0,4.0,3.0,6.0,5.0,4.0,3.0
2180,1.0,4.0,3.0,6.0,5.0,4.0,3.0
2181,1.0,4.0,3.0,6.0,5.0,4.0,3.0
2182,1.0,4.0,3.0,6.0,5.0,4.0,3.0
2183,1.0,4.0,3.0,6.0,5.0,4.0,3.0
2184,1.0,4.0,3.0,6.0,5.0,4.0,3.0
2185,1.0,4.0,3.0,6.0,5.0,4.0,3.0
2186,1.0,4.0,3.0,6.0,5.0,4.0,3.0
2187,1.0,4.0,3.0,6.0,5.0,4.0,3.0
2188,1.0,4.0,3.0,6.0,5.0,4.0,3.0
2189,1.0,4.0,3.0,6.0,5.0,4.0,3.0
2190,1.0,4.0,3.0,6.0,5.0,4.0,3.0
2191,1.0,4.0,3.0,6.0,5.0,4.0,3.0
2192,1.0,4.0,3.0,6.0,5.0,4.0,3.0
2193,1.0,4.0,3.0,6.0,5.0,4.0,3.0
2194,1.0,4.0,3.0,6.0,5.0,4.0,3.0
2195,1.0,4.0,3.0,6.0,5.0,4.0,3.0
2196,1.0,4.0,3.0,6.0,5.0,4.0,3.0
2197,1.0,4.0,3.0,6.0,5.0,4.0,3.0
2198,1.0,4.0,3.0,6.0,5.0,4.0,3.0
2199,1.0,4.0,3.0,6.0,5.0,4.0,3.0
2200,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2201,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2202,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2203,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2204,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2205,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2206,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2207,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2208,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2209,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2210,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2211,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2212,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2213,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2214,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2215,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2216,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2217,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2218,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2219,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2220,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2221,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2222,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2223,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2224,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2225,1.0,4.0,3.0,10.0,9.0,4.0,3.0
2226,1.0,4.0,3.0,10.0,9.0,4.0,3.0
2227,1.0,4.0,3.0,10.0,9.0,4.0,3.0
2228,1.0,4.0,3.0,10.0,9.0,4.0,3.0
2229,1.0,4.0,3.0,10.0,9.0,4.0,3.0
2230,1.0,4.0,3.0,10.0,9.0,4.0,3.0
2231,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2232,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2233,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2234,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2235,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2236,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2237,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2238,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2239,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2240,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2241,1.0,4.0,3.0,9.0,8.0,4.0,3.0
2242,2.0,5.0,3.0,10.0,8.0,5.0,3.0
2243,2.0,5.0,3.0,9.0,7.0,5.0,3.0
2244,2.0,5.0,3.0,9.0,7.0,5.0,3.0
2245,2.0,5.0,3.0,9.0,7.0,5.0,3.0
2246,2.0,5.0,3.0,9.0,7.0,5.0,3.0
2247,2.0,5.0,3.0,9.0,7.0,5.0,3.0
2248,2.0,5.0,3.0,9.0,7.0,5.0,3.0
2249,2.0,5.0,3.0,9.0,7.0,5.0,3.0
2250,2.0,5.0,3.0,9.0,7.0,5.0,3.0
2251,2.0,5.0,3.0,9.0,7.0,5.0,3.0
2252,2.0,5.0,3.0,9.0,7.0,5.0,3.0
2253,2.0,5.0,3.0,9.0,7.0,5.0,3.0
2254,2.0,5.0,3.0,9.0,7.0,5.0,3.0
2255,2.0,5.0,3.0,9.0,7.0,5.0,3.0
2256,2.0,5.0,3.0,9.0,7.0,5.0,3.0
2257,2.0,5.0,3.0,9.0,7.0,5.0,3.0
2258,2.0,5.0,3.0,9.0,7.0,5.0,3.0
2259,2.0,5.0,3.0,9.0,7.0,5.0,3.0
2260,2.0,5.0,3.0,9.0,7.0,5.0,3.0
2261,2.0,5.0,3.0,9.0,7.0,5.0,3.0
